"","province","district","variable","value"
"2719","Kâmpóng Chhnang","Kampong Chhnang","NL_VIIRS.M_201307_SUM",0
"2720","Kâmpóng Chhnang","Kampong Leaeng","NL_VIIRS.M_201307_SUM",2.10999997332693
"2721","Prey Vêng","Kampong Leav","NL_VIIRS.M_201307_SUM",1.47999999299645
"2722","Svay Rieng","Kampong Rou","NL_VIIRS.M_201307_SUM",0
"2723","Kaôh Kong","Kampong Seila","NL_VIIRS.M_201307_SUM",304.299999497831
"2724","Kâmpóng Cham","Kampong Siem","NL_VIIRS.M_201307_SUM",1.32999999821186
"2725","Tbong Khmum","Kampong Siem","NL_VIIRS.M_201307_SUM",0.0600000005215406
"2726","Kâmpóng Thum","Kampong Svay","NL_VIIRS.M_201307_SUM",176.71999890916
"2727","Prey Vêng","Kampong Trabaek","NL_VIIRS.M_201307_SUM",2.83999996818602
"2728","Kâmpôt","Kampong Trach","NL_VIIRS.M_201307_SUM",0
"2729","Kâmpóng Chhnang","Kampong Tralach","NL_VIIRS.M_201307_SUM",0
"2730","Kâmpôt","Kampot","NL_VIIRS.M_201307_SUM",327.029995214194
"2731","Kândal","Kandal Stueng","NL_VIIRS.M_201307_SUM",0
"2732","Pouthisat","Kandieng","NL_VIIRS.M_201307_SUM",24.3799997940659
"2733","Kâmpóng Cham","Kang Meas","NL_VIIRS.M_201307_SUM",0.960000006482005
"2734","Prey Vêng","Kanhchriech","NL_VIIRS.M_201307_SUM",2.1399999782443
"2735","Takêv","Kaoh Andaet","NL_VIIRS.M_201307_SUM",1.09999999403954
"2736","Kaôh Kong","Kaoh Kong","NL_VIIRS.M_201307_SUM",287.600000167265
"2737","Môndól Kiri","Kaoh Nheaek","NL_VIIRS.M_201307_SUM",581.169998018071
"2738","Kâmpóng Cham","Kaoh Soutin","NL_VIIRS.M_201307_SUM",0.0999999977648258
"2739","Kândal","Kaoh Thum","NL_VIIRS.M_201307_SUM",29.2199994903057
"2740","Kândal","Khsach Kandal","NL_VIIRS.M_201307_SUM",2.03999998047948
"2741","Kândal","Kien Svay","NL_VIIRS.M_201307_SUM",23.4099998716265
"2742","Kaôh Kong","Kiri Sakor","NL_VIIRS.M_201307_SUM",136.459999151528
"2743","Takêv","Kiri Vong","NL_VIIRS.M_201307_SUM",2.90999997034669
"2744","Kâmpóng Spœ","Kong Pisei","NL_VIIRS.M_201307_SUM",0
"2745","Rôtânôkiri","Koun Mom","NL_VIIRS.M_201307_SUM",322.389998273924
"2746","Krâchéh","Kracheh","NL_VIIRS.M_201307_SUM",12.0900001060218
"2747","Pouthisat","Krakor","NL_VIIRS.M_201307_SUM",15.4599999394268
"2748","Siemréab","Kralanh","NL_VIIRS.M_201307_SUM",0.119999997317791
"2749","Tbong Khmum","Krouch Chhmar","NL_VIIRS.M_201307_SUM",6.28999998606742
"2750","Preah Vihéar","Kuleaen","NL_VIIRS.M_201307_SUM",9.70999993011355
"2751","Kândal","Leuk Daek","NL_VIIRS.M_201307_SUM",27.2300001122057
"2752","Rôtânôkiri","Lumphat","NL_VIIRS.M_201307_SUM",182.609998691827
"2753","Kândal","Lvea Aem","NL_VIIRS.M_201307_SUM",12.7900000419468
"2754","Bântéay Méanchey","Malai","NL_VIIRS.M_201307_SUM",0
"2755","Prey Vêng","Me Sang","NL_VIIRS.M_201307_SUM",0.199999995529651
"2756","Phnom Penh","Mean Chey","NL_VIIRS.M_201307_SUM",1.24000000953674
"2757","Tbong Khmum","Memot","NL_VIIRS.M_201307_SUM",6.78999998793006
"2758","Krong Preah Sihanouk","Mittakpheap","NL_VIIRS.M_201307_SUM",0.539999993517995
"2759","Kaôh Kong","Mondol Seima","NL_VIIRS.M_201307_SUM",230.299999656155
"2760","Bântéay Méanchey","Mongkol Borei","NL_VIIRS.M_201307_SUM",0
"2761","BatdÃ¢mbÃ¢ng","Moung Ruessei","NL_VIIRS.M_201307_SUM",17.4099999032915
"2762","Kândal","Mukh Kampul","NL_VIIRS.M_201307_SUM",2.33000000566244
"2763","Kâmpóng Spœ","Odongk","NL_VIIRS.M_201307_SUM",0
"2764","Bântéay Méanchey","Ou Chrov","NL_VIIRS.M_201307_SUM",0
"2765","Rôtânôkiri","Ou Chum","NL_VIIRS.M_201307_SUM",68.1299998797476
"2766","Môndól Kiri","Ou Reang","NL_VIIRS.M_201307_SUM",132.019999407232
"2767","Tbong Khmum","Ou Reang Ov","NL_VIIRS.M_201307_SUM",0.0399999991059303
"2768","Rôtânôkiri","Ou Ya Dav","NL_VIIRS.M_201307_SUM",133.779998859391
"2769","Krong Pailin","Pailin","NL_VIIRS.M_201307_SUM",1.06000000238419
"2770","Prey Vêng","Pea Reang","NL_VIIRS.M_201307_SUM",0.299999998882413
"2771","Prey Vêng","Peam Chor","NL_VIIRS.M_201307_SUM",4.61999997682869
"2772","Prey Vêng","Peam Ro","NL_VIIRS.M_201307_SUM",5.46000007539988
"2773","Môndól Kiri","Pechr Chenda","NL_VIIRS.M_201307_SUM",165.529999023303
"2774","Phnom Penh","Phnom Penh","NL_VIIRS.M_201307_SUM",0
"2775","Pouthisat","Phnum Kravanh","NL_VIIRS.M_201307_SUM",2.17999999225139
"2776","BatdÃ¢mbÃ¢ng","Phnum Proek","NL_VIIRS.M_201307_SUM",0
"2777","Bântéay Méanchey","Phnum Srok","NL_VIIRS.M_201307_SUM",0.119999997317791
"2778","Kâmpóng Spœ","Phnum Sruoch","NL_VIIRS.M_201307_SUM",136.329999843612
"2779","Tbong Khmum","Ponhea Kraek","NL_VIIRS.M_201307_SUM",0.110000003129244
"2780","Kândal","Ponhea Lueu","NL_VIIRS.M_201307_SUM",1.60999999195337
"2781","Siemréab","Prasat Bakong","NL_VIIRS.M_201307_SUM",32.8599998950959
"2782","Kâmpóng Thum","Prasat Balangk","NL_VIIRS.M_201307_SUM",180.239999987185
"2783","Kâmpóng Thum","Prasat Sambour","NL_VIIRS.M_201307_SUM",100.659999433905
"2784","Krâchéh","Preaek Prasab","NL_VIIRS.M_201307_SUM",49.4199998769909
"2785","Bântéay Méanchey","Preah Netr Preah","NL_VIIRS.M_201307_SUM",0
"2786","Prey Vêng","Preah Sdach","NL_VIIRS.M_201307_SUM",2.10999995470047
"2787","Kâmpóng Cham","Prey Chhor","NL_VIIRS.M_201307_SUM",1.09999999031425
"2788","Takêv","Prey Kabbas","NL_VIIRS.M_201307_SUM",3.62999998219311
"2789","Krong Preah Sihanouk","Prey Nob","NL_VIIRS.M_201307_SUM",58.639999795705
"2790","Prey Vêng","Prey Veaeng","NL_VIIRS.M_201307_SUM",2.70999999716878
"2791","Siemréab","Puok","NL_VIIRS.M_201307_SUM",8.67999996431173
"2792","Kâmpóng Chhnang","Rolea B'ier","NL_VIIRS.M_201307_SUM",0
"2793","Svay Rieng","Romeas Haek","NL_VIIRS.M_201307_SUM",0.63999998755753
"2794","BatdÃ¢mbÃ¢ng","Rotanak Mondol","NL_VIIRS.M_201307_SUM",0
"2795","Preah Vihéar","Rovieng","NL_VIIRS.M_201307_SUM",262.059999065474
"2796","Phnom Penh","Ruessei Kaev","NL_VIIRS.M_201307_SUM",0.670000016689301
"2797","Svay Rieng","Rumduol","NL_VIIRS.M_201307_SUM",0
"2798","Kândal","S'ang","NL_VIIRS.M_201307_SUM",5.70999996550381
"2799","Môndól Kiri","Saen Monourom","NL_VIIRS.M_201307_SUM",52.6399997919799
"2800","Krong Pailin","Sala Krau","NL_VIIRS.M_201307_SUM",0
"2801","Krâchéh","Sambour","NL_VIIRS.M_201307_SUM",448.269998362287
"2802","Kâmpóng Chhnang","Sameakki Mean Chey","NL_VIIRS.M_201307_SUM",0
"2803","BatdÃ¢mbÃ¢ng","Samlout","NL_VIIRS.M_201307_SUM",1.1499999910593
"2804","Pouthisat","Sampov Meas","NL_VIIRS.M_201307_SUM",0
"2805","Otdar Mean Chey","Samraong","NL_VIIRS.M_201307_SUM",21.1000001654028
"2806","Takêv","Samraong","NL_VIIRS.M_201307_SUM",6.41000003367663
"2807","Kâmpóng Spœ","Samraong Tong","NL_VIIRS.M_201307_SUM",4.93999999389052
"2808","Kâmpóng Thum","Sandan","NL_VIIRS.M_201307_SUM",462.649997733534
"2809","BatdÃ¢mbÃ¢ng","Sangkae","NL_VIIRS.M_201307_SUM",2.47999996133149
"2810","Preah Vihéar","Sangkom Thmei","NL_VIIRS.M_201307_SUM",49.9799995161593
"2811","Kâmpóng Thum","Santuk","NL_VIIRS.M_201307_SUM",145.939999146387
"2812","Bântéay Méanchey","Serei Saophoan","NL_VIIRS.M_201307_SUM",0
"2813","Stœng Trêng","Sesan","NL_VIIRS.M_201307_SUM",397.589999172836
"2814","Stœng Trêng","Siem Bouk","NL_VIIRS.M_201307_SUM",244.409999409691
"2815","Stœng Trêng","Siem Pang","NL_VIIRS.M_201307_SUM",795.699996868149
"2816","Siemréab","Siem Reab","NL_VIIRS.M_201307_SUM",68.5299999807031
"2817","Prey Vêng","Sithor Kandal","NL_VIIRS.M_201307_SUM",0.280000008642673
"2818","Kaôh Kong","Smach Mean Chey","NL_VIIRS.M_201307_SUM",18.0900002922863
"2819","Krâchéh","Snuol","NL_VIIRS.M_201307_SUM",312.599999921396
"2820","Siemréab","Soutr Nikom","NL_VIIRS.M_201307_SUM",30.1699998416007
"2821","Kaôh Kong","Srae Ambel","NL_VIIRS.M_201307_SUM",565.589997893199
"2822","Kâmpóng Cham","Srei Santhor","NL_VIIRS.M_201307_SUM",0.220000006258487
"2823","Siemréab","Srei Snam","NL_VIIRS.M_201307_SUM",0
"2824","Kâmpóng Thum","Stoung","NL_VIIRS.M_201307_SUM",104.309999298304
"2825","Krong Preah Sihanouk","Stueng hav","NL_VIIRS.M_201307_SUM",161.669996529818
"2826","Kâmpóng Thum","Stueng Saen","NL_VIIRS.M_201307_SUM",62.029999986291
"2827","Stœng Trêng","Stueng Traeng","NL_VIIRS.M_201307_SUM",13.2799999453127
"2828","Kâmpóng Cham","Stueng Trang","NL_VIIRS.M_201307_SUM",49.189999870956
"2829","Bântéay Méanchey","Svay Chek","NL_VIIRS.M_201307_SUM",19.7399999052286
"2830","Svay Rieng","Svay Chrum","NL_VIIRS.M_201307_SUM",0.179999995976686
"2831","Siemréab","Svay Leu","NL_VIIRS.M_201307_SUM",7.79999995604157
"2832","BatdÃ¢mbÃ¢ng","Svay Pao","NL_VIIRS.M_201307_SUM",0
"2833","Svay Rieng","Svay Rieng","NL_VIIRS.M_201307_SUM",0
"2834","Svay Rieng","Svay Teab","NL_VIIRS.M_201307_SUM",12.7599999681115
"2835","Kândal","Ta Khmau","NL_VIIRS.M_201307_SUM",0
"2836","Rôtânôkiri","Ta Veaeng","NL_VIIRS.M_201307_SUM",282.909998636693
"2837","Preah Vihéar","Tbaeng Mean chey","NL_VIIRS.M_201307_SUM",3.41999997198582
"2838","Tbong Khmum","Tboung Khmum","NL_VIIRS.M_201307_SUM",7.23999993130565
"2839","Stœng Trêng","Thala Barivat","NL_VIIRS.M_201307_SUM",98.3999996259808
"2840","Kaôh Kong","Thma Bang","NL_VIIRS.M_201307_SUM",350.019997812808
"2841","Bântéay Méanchey","Thma Puok","NL_VIIRS.M_201307_SUM",138.700000181794
"2842","Kâmpóng Spœ","Thpong","NL_VIIRS.M_201307_SUM",2.94000000879169
"2843","Takêv","Tram Kak","NL_VIIRS.M_201307_SUM",33.740000134334
"2844","Takêv","Treang","NL_VIIRS.M_201307_SUM",9.09999994002284
"2845","Kâmpóng Chhnang","Tuek Phos","NL_VIIRS.M_201307_SUM",0
"2846","Siemréab","Varin","NL_VIIRS.M_201307_SUM",2.37999998219311
"2847","Pouthisat","Veal Veaeng","NL_VIIRS.M_201307_SUM",108.219999555498
"2848","Rôtânôkiri","Veun Sai","NL_VIIRS.M_201307_SUM",319.169998640194
"2849","BatdÃ¢mbÃ¢ng","Aek Phnum","NL_VIIRS.M_201308_SUM",0.119999997317791
"2850","Rôtânôkiri","Andoung Meas","NL_VIIRS.M_201308_SUM",100.979999888688
"2851","Kândal","Angk Snuol","NL_VIIRS.M_201308_SUM",0
"2852","Takêv","Angkor Borei","NL_VIIRS.M_201308_SUM",0
"2853","Kâmpôt","Angkor Chey","NL_VIIRS.M_201308_SUM",0
"2854","Siemréab","Angkor Chum","NL_VIIRS.M_201308_SUM",0
"2855","Siemréab","Angkor Thum","NL_VIIRS.M_201308_SUM",0
"2856","Otdar Mean Chey","Anlong Veaeng","NL_VIIRS.M_201308_SUM",0
"2857","Kâmpóng Spœ","Aoral","NL_VIIRS.M_201308_SUM",0.0199999995529652
"2858","Prey Vêng","Ba Phnum","NL_VIIRS.M_201308_SUM",0
"2859","Pouthisat","Bakan","NL_VIIRS.M_201308_SUM",1.09999999031425
"2860","Rôtânôkiri","Ban Lung","NL_VIIRS.M_201308_SUM",252.689999813214
"2861","BatdÃ¢mbÃ¢ng","Banan","NL_VIIRS.M_201308_SUM",56.5799999218435
"2862","Otdar Mean Chey","Banteay Ampil","NL_VIIRS.M_201308_SUM",158.299999393523
"2863","Kâmpôt","Banteay Meas","NL_VIIRS.M_201308_SUM",0
"2864","Siemréab","Banteay Srei","NL_VIIRS.M_201308_SUM",0
"2865","Rôtânôkiri","Bar Kaev","NL_VIIRS.M_201308_SUM",38.5099998898804
"2866","Kâmpóng Thum","Baray","NL_VIIRS.M_201308_SUM",0
"2867","Kâmpóng Chhnang","Baribour","NL_VIIRS.M_201308_SUM",0
"2868","Kâmpóng Spœ","Basedth","NL_VIIRS.M_201308_SUM",0
"2869","BatdÃ¢mbÃ¢ng","Bat Dambang","NL_VIIRS.M_201308_SUM",24.189999807626
"2870","Kâmpóng Cham","Batheay","NL_VIIRS.M_201308_SUM",0
"2871","Takêv","Bati","NL_VIIRS.M_201308_SUM",0
"2872","BatdÃ¢mbÃ¢ng","Bavel","NL_VIIRS.M_201308_SUM",151.599999411032
"2873","Kaôh Kong","Botum Sakor","NL_VIIRS.M_201308_SUM",0.76999999769032
"2874","Takêv","Bourei Cholsar","NL_VIIRS.M_201308_SUM",0
"2875","Kâmpóng Cham","Chamkar Leu","NL_VIIRS.M_201308_SUM",1.45000000298023
"2876","Svay Rieng","Chantrea","NL_VIIRS.M_201308_SUM",29.6600000411272
"2877","Kâmpóng Spœ","Chbar Mon","NL_VIIRS.M_201308_SUM",0
"2878","Kâmpóng Cham","Cheung Prey","NL_VIIRS.M_201308_SUM",0
"2879","Preah Vihéar","Chey Saen","NL_VIIRS.M_201308_SUM",0
"2880","Preah Vihéar","Chhaeb","NL_VIIRS.M_201308_SUM",7.55999995395541
"2881","Krâchéh","Chhloung","NL_VIIRS.M_201308_SUM",16.0500001553446
"2882","Kâmpôt","Chhuk","NL_VIIRS.M_201308_SUM",0
"2883","Siemréab","Chi Kraeng","NL_VIIRS.M_201308_SUM",0
"2884","Preah Vihéar","Choam Khsant","NL_VIIRS.M_201308_SUM",3.08999999612569
"2885","Kâmpóng Chhnang","Chol Kiri","NL_VIIRS.M_201308_SUM",0
"2886","Otdar Mean Chey","Chong Kal","NL_VIIRS.M_201308_SUM",59.9199998937547
"2887","Kâmpôt","Chum Kiri","NL_VIIRS.M_201308_SUM",7.68999995663762
"2888","Tbong Khmum","Dambae","NL_VIIRS.M_201308_SUM",0
"2889","Kâmpôt","Dang Tong","NL_VIIRS.M_201308_SUM",0
"2890","Phnom Penh","Dangkao","NL_VIIRS.M_201308_SUM",0
"2891","Takêv","Doun Kaev","NL_VIIRS.M_201308_SUM",0
"2892","Kep","Kaeb","NL_VIIRS.M_201308_SUM",0.109999999403954
"2893","Môndól Kiri","Kaev Seima","NL_VIIRS.M_201308_SUM",305.299999332055
"2894","Prey Vêng","Kamchay Mear","NL_VIIRS.M_201308_SUM",0
"2895","Kâmpôt","Kampong Bay","NL_VIIRS.M_201308_SUM",0.150000002235174
"2896","Kâmpóng Cham","Kampong Cham","NL_VIIRS.M_201308_SUM",0
"2897","Kâmpóng Chhnang","Kampong Chhnang","NL_VIIRS.M_201308_SUM",0
"2898","Kâmpóng Chhnang","Kampong Leaeng","NL_VIIRS.M_201308_SUM",0.969999989494681
"2899","Prey Vêng","Kampong Leav","NL_VIIRS.M_201308_SUM",0
"2900","Svay Rieng","Kampong Rou","NL_VIIRS.M_201308_SUM",0
"2901","Kaôh Kong","Kampong Seila","NL_VIIRS.M_201308_SUM",125.24999958463
"2902","Kâmpóng Cham","Kampong Siem","NL_VIIRS.M_201308_SUM",3.6000000089407
"2903","Tbong Khmum","Kampong Siem","NL_VIIRS.M_201308_SUM",4.71000004559755
"2904","Kâmpóng Thum","Kampong Svay","NL_VIIRS.M_201308_SUM",0
"2905","Prey Vêng","Kampong Trabaek","NL_VIIRS.M_201308_SUM",0
"2906","Kâmpôt","Kampong Trach","NL_VIIRS.M_201308_SUM",0.0399999991059303
"2907","Kâmpóng Chhnang","Kampong Tralach","NL_VIIRS.M_201308_SUM",0
"2908","Kâmpôt","Kampot","NL_VIIRS.M_201308_SUM",8.11999992281198
"2909","Kândal","Kandal Stueng","NL_VIIRS.M_201308_SUM",0
"2910","Pouthisat","Kandieng","NL_VIIRS.M_201308_SUM",0
"2911","Kâmpóng Cham","Kang Meas","NL_VIIRS.M_201308_SUM",0
"2912","Prey Vêng","Kanhchriech","NL_VIIRS.M_201308_SUM",0
"2913","Takêv","Kaoh Andaet","NL_VIIRS.M_201308_SUM",0
"2914","Kaôh Kong","Kaoh Kong","NL_VIIRS.M_201308_SUM",0
"2915","Môndól Kiri","Kaoh Nheaek","NL_VIIRS.M_201308_SUM",1464.77000014857
"2916","Kâmpóng Cham","Kaoh Soutin","NL_VIIRS.M_201308_SUM",0
"2917","Kândal","Kaoh Thum","NL_VIIRS.M_201308_SUM",0
"2918","Kândal","Khsach Kandal","NL_VIIRS.M_201308_SUM",0
"2919","Kândal","Kien Svay","NL_VIIRS.M_201308_SUM",0
"2920","Kaôh Kong","Kiri Sakor","NL_VIIRS.M_201308_SUM",0.00999999977648258
"2921","Takêv","Kiri Vong","NL_VIIRS.M_201308_SUM",1.59000001102686
"2922","Kâmpóng Spœ","Kong Pisei","NL_VIIRS.M_201308_SUM",0
"2923","Rôtânôkiri","Koun Mom","NL_VIIRS.M_201308_SUM",337.970000123605
"2924","Krâchéh","Kracheh","NL_VIIRS.M_201308_SUM",21.8800000213086
"2925","Pouthisat","Krakor","NL_VIIRS.M_201308_SUM",0.239999996498227
"2926","Siemréab","Kralanh","NL_VIIRS.M_201308_SUM",0
"2927","Tbong Khmum","Krouch Chhmar","NL_VIIRS.M_201308_SUM",18.6099998373538
"2928","Preah Vihéar","Kuleaen","NL_VIIRS.M_201308_SUM",0
"2929","Kândal","Leuk Daek","NL_VIIRS.M_201308_SUM",2.53999999910593
"2930","Rôtânôkiri","Lumphat","NL_VIIRS.M_201308_SUM",409.17000046745
"2931","Kândal","Lvea Aem","NL_VIIRS.M_201308_SUM",0
"2932","Bântéay Méanchey","Malai","NL_VIIRS.M_201308_SUM",76.6399997025728
"2933","Prey Vêng","Me Sang","NL_VIIRS.M_201308_SUM",0
"2934","Phnom Penh","Mean Chey","NL_VIIRS.M_201308_SUM",0
"2935","Tbong Khmum","Memot","NL_VIIRS.M_201308_SUM",53.9599999841303
"2936","Krong Preah Sihanouk","Mittakpheap","NL_VIIRS.M_201308_SUM",22.5599994659424
"2937","Kaôh Kong","Mondol Seima","NL_VIIRS.M_201308_SUM",2.30999998934567
"2938","Bântéay Méanchey","Mongkol Borei","NL_VIIRS.M_201308_SUM",16.869999980554
"2939","BatdÃ¢mbÃ¢ng","Moung Ruessei","NL_VIIRS.M_201308_SUM",218.209999734536
"2940","Kândal","Mukh Kampul","NL_VIIRS.M_201308_SUM",0
"2941","Kâmpóng Spœ","Odongk","NL_VIIRS.M_201308_SUM",0
"2942","Bântéay Méanchey","Ou Chrov","NL_VIIRS.M_201308_SUM",233.599998010323
"2943","Rôtânôkiri","Ou Chum","NL_VIIRS.M_201308_SUM",136.539999689907
"2944","Môndól Kiri","Ou Reang","NL_VIIRS.M_201308_SUM",326.439999375492
"2945","Tbong Khmum","Ou Reang Ov","NL_VIIRS.M_201308_SUM",0.199999995529652
"2946","Rôtânôkiri","Ou Ya Dav","NL_VIIRS.M_201308_SUM",675.540000373498
"2947","Krong Pailin","Pailin","NL_VIIRS.M_201308_SUM",40.0899999700487
"2948","Prey Vêng","Pea Reang","NL_VIIRS.M_201308_SUM",0
"2949","Prey Vêng","Peam Chor","NL_VIIRS.M_201308_SUM",3.06999996490777
"2950","Prey Vêng","Peam Ro","NL_VIIRS.M_201308_SUM",0
"2951","Môndól Kiri","Pechr Chenda","NL_VIIRS.M_201308_SUM",1110.2099992577
"2952","Phnom Penh","Phnom Penh","NL_VIIRS.M_201308_SUM",0
"2953","Pouthisat","Phnum Kravanh","NL_VIIRS.M_201308_SUM",4.2099999692291
"2954","BatdÃ¢mbÃ¢ng","Phnum Proek","NL_VIIRS.M_201308_SUM",122.639999408275
"2955","Bântéay Méanchey","Phnum Srok","NL_VIIRS.M_201308_SUM",92.0299998428673
"2956","Kâmpóng Spœ","Phnum Sruoch","NL_VIIRS.M_201308_SUM",0
"2957","Tbong Khmum","Ponhea Kraek","NL_VIIRS.M_201308_SUM",13.9599999580532
"2958","Kândal","Ponhea Lueu","NL_VIIRS.M_201308_SUM",0
"2959","Siemréab","Prasat Bakong","NL_VIIRS.M_201308_SUM",12.3300000689924
"2960","Kâmpóng Thum","Prasat Balangk","NL_VIIRS.M_201308_SUM",0.00999999977648258
"2961","Kâmpóng Thum","Prasat Sambour","NL_VIIRS.M_201308_SUM",0.0799999982118607
"2962","Krâchéh","Preaek Prasab","NL_VIIRS.M_201308_SUM",29.4200000371784
"2963","Bântéay Méanchey","Preah Netr Preah","NL_VIIRS.M_201308_SUM",3.83999999426305
"2964","Prey Vêng","Preah Sdach","NL_VIIRS.M_201308_SUM",0
"2965","Kâmpóng Cham","Prey Chhor","NL_VIIRS.M_201308_SUM",0
"2966","Takêv","Prey Kabbas","NL_VIIRS.M_201308_SUM",0
"2967","Krong Preah Sihanouk","Prey Nob","NL_VIIRS.M_201308_SUM",0.219999998807907
"2968","Prey Vêng","Prey Veaeng","NL_VIIRS.M_201308_SUM",0
"2969","Siemréab","Puok","NL_VIIRS.M_201308_SUM",1.91000001877546
"2970","Kâmpóng Chhnang","Rolea B'ier","NL_VIIRS.M_201308_SUM",0.0299999993294477
"2971","Svay Rieng","Romeas Haek","NL_VIIRS.M_201308_SUM",0.0800000000745058
"2972","BatdÃ¢mbÃ¢ng","Rotanak Mondol","NL_VIIRS.M_201308_SUM",7.86999993771315
"2973","Preah Vihéar","Rovieng","NL_VIIRS.M_201308_SUM",0.599999999627471
"2974","Phnom Penh","Ruessei Kaev","NL_VIIRS.M_201308_SUM",0
"2975","Svay Rieng","Rumduol","NL_VIIRS.M_201308_SUM",14.8700000569224
"2976","Kândal","S'ang","NL_VIIRS.M_201308_SUM",0.119999997317791
"2977","Môndól Kiri","Saen Monourom","NL_VIIRS.M_201308_SUM",274.510000130162
"2978","Krong Pailin","Sala Krau","NL_VIIRS.M_201308_SUM",34.2499999273568
"2979","Krâchéh","Sambour","NL_VIIRS.M_201308_SUM",720.740000404417
"2980","Kâmpóng Chhnang","Sameakki Mean Chey","NL_VIIRS.M_201308_SUM",0
"2981","BatdÃ¢mbÃ¢ng","Samlout","NL_VIIRS.M_201308_SUM",84.0499997977167
"2982","Pouthisat","Sampov Meas","NL_VIIRS.M_201308_SUM",0.119999999180436
"2983","Otdar Mean Chey","Samraong","NL_VIIRS.M_201308_SUM",29.9900000393391
"2984","Takêv","Samraong","NL_VIIRS.M_201308_SUM",0
"2985","Kâmpóng Spœ","Samraong Tong","NL_VIIRS.M_201308_SUM",0
"2986","Kâmpóng Thum","Sandan","NL_VIIRS.M_201308_SUM",7.51999994553626
"2987","BatdÃ¢mbÃ¢ng","Sangkae","NL_VIIRS.M_201308_SUM",0.57999999448657
"2988","Preah Vihéar","Sangkom Thmei","NL_VIIRS.M_201308_SUM",0.269999999552965
"2989","Kâmpóng Thum","Santuk","NL_VIIRS.M_201308_SUM",48.7299997285008
"2990","Bântéay Méanchey","Serei Saophoan","NL_VIIRS.M_201308_SUM",1.36999998055399
"2991","Stœng Trêng","Sesan","NL_VIIRS.M_201308_SUM",740.230000481009
"2992","Stœng Trêng","Siem Bouk","NL_VIIRS.M_201308_SUM",59.619999948889
"2993","Stœng Trêng","Siem Pang","NL_VIIRS.M_201308_SUM",635.829999938607
"2994","Siemréab","Siem Reab","NL_VIIRS.M_201308_SUM",1.47000000998378
"2995","Prey Vêng","Sithor Kandal","NL_VIIRS.M_201308_SUM",0
"2996","Kaôh Kong","Smach Mean Chey","NL_VIIRS.M_201308_SUM",0
"2997","Krâchéh","Snuol","NL_VIIRS.M_201308_SUM",97.5399998184294
"2998","Siemréab","Soutr Nikom","NL_VIIRS.M_201308_SUM",3.30999999493361
"2999","Kaôh Kong","Srae Ambel","NL_VIIRS.M_201308_SUM",59.6900001354515
"3000","Kâmpóng Cham","Srei Santhor","NL_VIIRS.M_201308_SUM",0
"3001","Siemréab","Srei Snam","NL_VIIRS.M_201308_SUM",8.42999991029501
"3002","Kâmpóng Thum","Stoung","NL_VIIRS.M_201308_SUM",0
"3003","Krong Preah Sihanouk","Stueng hav","NL_VIIRS.M_201308_SUM",0.0399999991059303
"3004","Kâmpóng Thum","Stueng Saen","NL_VIIRS.M_201308_SUM",0
"3005","Stœng Trêng","Stueng Traeng","NL_VIIRS.M_201308_SUM",60.969999762252
"3006","Kâmpóng Cham","Stueng Trang","NL_VIIRS.M_201308_SUM",67.4300000984222
"3007","Bântéay Méanchey","Svay Chek","NL_VIIRS.M_201308_SUM",77.3499997891486
"3008","Svay Rieng","Svay Chrum","NL_VIIRS.M_201308_SUM",0.490000007674098
"3009","Siemréab","Svay Leu","NL_VIIRS.M_201308_SUM",0.159999996423721
"3010","BatdÃ¢mbÃ¢ng","Svay Pao","NL_VIIRS.M_201308_SUM",0.539999999105931
"3011","Svay Rieng","Svay Rieng","NL_VIIRS.M_201308_SUM",1.85999996960163
"3012","Svay Rieng","Svay Teab","NL_VIIRS.M_201308_SUM",0.0399999991059303
"3013","Kândal","Ta Khmau","NL_VIIRS.M_201308_SUM",0
"3014","Rôtânôkiri","Ta Veaeng","NL_VIIRS.M_201308_SUM",632.519999943673
"3015","Preah Vihéar","Tbaeng Mean chey","NL_VIIRS.M_201308_SUM",0.0699999984353781
"3016","Tbong Khmum","Tboung Khmum","NL_VIIRS.M_201308_SUM",2.41000001132488
"3017","Stœng Trêng","Thala Barivat","NL_VIIRS.M_201308_SUM",19.4800001047552
"3018","Kaôh Kong","Thma Bang","NL_VIIRS.M_201308_SUM",37.6699999831617
"3019","Bântéay Méanchey","Thma Puok","NL_VIIRS.M_201308_SUM",171.089999657125
"3020","Kâmpóng Spœ","Thpong","NL_VIIRS.M_201308_SUM",0
"3021","Takêv","Tram Kak","NL_VIIRS.M_201308_SUM",0
"3022","Takêv","Treang","NL_VIIRS.M_201308_SUM",0
"3023","Kâmpóng Chhnang","Tuek Phos","NL_VIIRS.M_201308_SUM",4.32999997213483
"3024","Siemréab","Varin","NL_VIIRS.M_201308_SUM",3.41999997384846
"3025","Pouthisat","Veal Veaeng","NL_VIIRS.M_201308_SUM",186.410000089556
"3026","Rôtânôkiri","Veun Sai","NL_VIIRS.M_201308_SUM",485.180000312627
"3027","BatdÃ¢mbÃ¢ng","Aek Phnum","NL_VIIRS.M_201309_SUM",11.6799999475479
"3028","Rôtânôkiri","Andoung Meas","NL_VIIRS.M_201309_SUM",232.389999469742
"3029","Kândal","Angk Snuol","NL_VIIRS.M_201309_SUM",0.24999999627471
"3030","Takêv","Angkor Borei","NL_VIIRS.M_201309_SUM",0
