"","province","district","variable","value"
"7697","Takêv","Doun Kaev","NL_VIIRS.M_201511_SUM",92.7799997963012
"7698","Kep","Kaeb","NL_VIIRS.M_201511_SUM",80.7199999056756
"7699","Môndól Kiri","Kaev Seima","NL_VIIRS.M_201511_SUM",251.699997279793
"7700","Prey Vêng","Kamchay Mear","NL_VIIRS.M_201511_SUM",76.3199995849281
"7701","Kâmpôt","Kampong Bay","NL_VIIRS.M_201511_SUM",98.9700003843755
"7702","Kâmpóng Cham","Kampong Cham","NL_VIIRS.M_201511_SUM",298.820000933484
"7703","Kâmpóng Chhnang","Kampong Chhnang","NL_VIIRS.M_201511_SUM",118.519999703392
"7704","Kâmpóng Chhnang","Kampong Leaeng","NL_VIIRS.M_201511_SUM",41.9999995324761
"7705","Prey Vêng","Kampong Leav","NL_VIIRS.M_201511_SUM",103.269999872893
"7706","Svay Rieng","Kampong Rou","NL_VIIRS.M_201511_SUM",123.389999672771
"7707","Kaôh Kong","Kampong Seila","NL_VIIRS.M_201511_SUM",91.9499995410441
"7708","Kâmpóng Cham","Kampong Siem","NL_VIIRS.M_201511_SUM",86.0399996954948
"7709","Tbong Khmum","Kampong Siem","NL_VIIRS.M_201511_SUM",0.459999995306134
"7710","Kâmpóng Thum","Kampong Svay","NL_VIIRS.M_201511_SUM",91.9899992551654
"7711","Prey Vêng","Kampong Trabaek","NL_VIIRS.M_201511_SUM",80.7499994672835
"7712","Kâmpôt","Kampong Trach","NL_VIIRS.M_201511_SUM",119.039999566972
"7713","Kâmpóng Chhnang","Kampong Tralach","NL_VIIRS.M_201511_SUM",86.5699999202043
"7714","Kâmpôt","Kampot","NL_VIIRS.M_201511_SUM",478.20000002347
"7715","Kândal","Kandal Stueng","NL_VIIRS.M_201511_SUM",256.630000280216
"7716","Pouthisat","Kandieng","NL_VIIRS.M_201511_SUM",62.8599994853139
"7717","Kâmpóng Cham","Kang Meas","NL_VIIRS.M_201511_SUM",17.849999891594
"7718","Prey Vêng","Kanhchriech","NL_VIIRS.M_201511_SUM",17.4499998744577
"7719","Takêv","Kaoh Andaet","NL_VIIRS.M_201511_SUM",54.7399996109306
"7720","Kaôh Kong","Kaoh Kong","NL_VIIRS.M_201511_SUM",98.8199996240437
"7721","Môndól Kiri","Kaoh Nheaek","NL_VIIRS.M_201511_SUM",92.3100002389402
"7722","Kâmpóng Cham","Kaoh Soutin","NL_VIIRS.M_201511_SUM",4.63999992795289
"7723","Kândal","Kaoh Thum","NL_VIIRS.M_201511_SUM",186.509999582544
"7724","Kândal","Khsach Kandal","NL_VIIRS.M_201511_SUM",452.929999466985
"7725","Kândal","Kien Svay","NL_VIIRS.M_201511_SUM",897.570002073422
"7726","Kaôh Kong","Kiri Sakor","NL_VIIRS.M_201511_SUM",74.9899994283915
"7727","Takêv","Kiri Vong","NL_VIIRS.M_201511_SUM",97.9799994304777
"7728","Kâmpóng Spœ","Kong Pisei","NL_VIIRS.M_201511_SUM",165.439999945462
"7729","Rôtânôkiri","Koun Mom","NL_VIIRS.M_201511_SUM",36.3999997097999
"7730","Krâchéh","Kracheh","NL_VIIRS.M_201511_SUM",159.1699998267
"7731","Pouthisat","Krakor","NL_VIIRS.M_201511_SUM",202.229998687282
"7732","Siemréab","Kralanh","NL_VIIRS.M_201511_SUM",110.309999383986
"7733","Tbong Khmum","Krouch Chhmar","NL_VIIRS.M_201511_SUM",20.699999820441
"7734","Preah Vihéar","Kuleaen","NL_VIIRS.M_201511_SUM",176.07999808155
"7735","Kândal","Leuk Daek","NL_VIIRS.M_201511_SUM",77.6399998161942
"7736","Rôtânôkiri","Lumphat","NL_VIIRS.M_201511_SUM",23.3599996939302
"7737","Kândal","Lvea Aem","NL_VIIRS.M_201511_SUM",392.769999431446
"7738","Bântéay Méanchey","Malai","NL_VIIRS.M_201511_SUM",143.269999453798
"7739","Prey Vêng","Me Sang","NL_VIIRS.M_201511_SUM",63.4599996544421
"7740","Phnom Penh","Mean Chey","NL_VIIRS.M_201511_SUM",1935.80000460148
"7741","Tbong Khmum","Memot","NL_VIIRS.M_201511_SUM",113.099999152124
"7742","Krong Preah Sihanouk","Mittakpheap","NL_VIIRS.M_201511_SUM",971.309997074306
"7743","Kaôh Kong","Mondol Seima","NL_VIIRS.M_201511_SUM",424.390000438317
"7744","Bântéay Méanchey","Mongkol Borei","NL_VIIRS.M_201511_SUM",174.589999100193
"7745","BatdÃ¢mbÃ¢ng","Moung Ruessei","NL_VIIRS.M_201511_SUM",379.389997096732
"7746","Kândal","Mukh Kampul","NL_VIIRS.M_201511_SUM",392.720001136884
"7747","Kâmpóng Spœ","Odongk","NL_VIIRS.M_201511_SUM",162.480000525713
"7748","Bântéay Méanchey","Ou Chrov","NL_VIIRS.M_201511_SUM",803.769999980927
"7749","Rôtânôkiri","Ou Chum","NL_VIIRS.M_201511_SUM",15.229999890551
"7750","Môndól Kiri","Ou Reang","NL_VIIRS.M_201511_SUM",31.3199995327741
"7751","Tbong Khmum","Ou Reang Ov","NL_VIIRS.M_201511_SUM",15.4100000206381
"7752","Rôtânôkiri","Ou Ya Dav","NL_VIIRS.M_201511_SUM",49.5799996145069
"7753","Krong Pailin","Pailin","NL_VIIRS.M_201511_SUM",162.779999271035
"7754","Prey Vêng","Pea Reang","NL_VIIRS.M_201511_SUM",121.249999597669
"7755","Prey Vêng","Peam Chor","NL_VIIRS.M_201511_SUM",56.0899996012449
"7756","Prey Vêng","Peam Ro","NL_VIIRS.M_201511_SUM",82.1499998234213
"7757","Môndól Kiri","Pechr Chenda","NL_VIIRS.M_201511_SUM",55.8599993195384
"7758","Phnom Penh","Phnom Penh","NL_VIIRS.M_201511_SUM",4060.65999317169
"7759","Pouthisat","Phnum Kravanh","NL_VIIRS.M_201511_SUM",186.829997943714
"7760","BatdÃ¢mbÃ¢ng","Phnum Proek","NL_VIIRS.M_201511_SUM",463.249998657033
"7761","Bântéay Méanchey","Phnum Srok","NL_VIIRS.M_201511_SUM",103.849999096244
"7762","Kâmpóng Spœ","Phnum Sruoch","NL_VIIRS.M_201511_SUM",156.20999950543
"7763","Tbong Khmum","Ponhea Kraek","NL_VIIRS.M_201511_SUM",171.599999506027
"7764","Kândal","Ponhea Lueu","NL_VIIRS.M_201511_SUM",329.550000200048
"7765","Siemréab","Prasat Bakong","NL_VIIRS.M_201511_SUM",161.619999868795
"7766","Kâmpóng Thum","Prasat Balangk","NL_VIIRS.M_201511_SUM",36.7999994754791
"7767","Kâmpóng Thum","Prasat Sambour","NL_VIIRS.M_201511_SUM",15.4999997802079
"7768","Krâchéh","Preaek Prasab","NL_VIIRS.M_201511_SUM",31.9499996714294
"7769","Bântéay Méanchey","Preah Netr Preah","NL_VIIRS.M_201511_SUM",180.159998787567
"7770","Prey Vêng","Preah Sdach","NL_VIIRS.M_201511_SUM",75.6799995154143
"7771","Kâmpóng Cham","Prey Chhor","NL_VIIRS.M_201511_SUM",62.9400000106542
"7772","Takêv","Prey Kabbas","NL_VIIRS.M_201511_SUM",69.3599997479469
"7773","Krong Preah Sihanouk","Prey Nob","NL_VIIRS.M_201511_SUM",599.609999561683
"7774","Prey Vêng","Prey Veaeng","NL_VIIRS.M_201511_SUM",93.0099996086211
"7775","Siemréab","Puok","NL_VIIRS.M_201511_SUM",725.339999755845
"7776","Kâmpóng Chhnang","Rolea B'ier","NL_VIIRS.M_201511_SUM",68.4099994935095
"7777","Svay Rieng","Romeas Haek","NL_VIIRS.M_201511_SUM",106.6799993366
"7778","BatdÃ¢mbÃ¢ng","Rotanak Mondol","NL_VIIRS.M_201511_SUM",207.699999056756
"7779","Preah Vihéar","Rovieng","NL_VIIRS.M_201511_SUM",148.609998760745
"7780","Phnom Penh","Ruessei Kaev","NL_VIIRS.M_201511_SUM",3318.75000312924
"7781","Svay Rieng","Rumduol","NL_VIIRS.M_201511_SUM",40.5799997206777
"7782","Kândal","S'ang","NL_VIIRS.M_201511_SUM",338.679998898879
"7783","Môndól Kiri","Saen Monourom","NL_VIIRS.M_201511_SUM",51.7999997846781
"7784","Krong Pailin","Sala Krau","NL_VIIRS.M_201511_SUM",217.959999410436
"7785","Krâchéh","Sambour","NL_VIIRS.M_201511_SUM",92.5799989104271
"7786","Kâmpóng Chhnang","Sameakki Mean Chey","NL_VIIRS.M_201511_SUM",87.0200000274926
"7787","BatdÃ¢mbÃ¢ng","Samlout","NL_VIIRS.M_201511_SUM",148.939998652786
"7788","Pouthisat","Sampov Meas","NL_VIIRS.M_201511_SUM",146.729999953881
"7789","Otdar Mean Chey","Samraong","NL_VIIRS.M_201511_SUM",325.299998737871
"7790","Takêv","Samraong","NL_VIIRS.M_201511_SUM",75.6199996471405
"7791","Kâmpóng Spœ","Samraong Tong","NL_VIIRS.M_201511_SUM",282.759999744594
"7792","Kâmpóng Thum","Sandan","NL_VIIRS.M_201511_SUM",82.6899990160018
"7793","BatdÃ¢mbÃ¢ng","Sangkae","NL_VIIRS.M_201511_SUM",202.039999200031
"7794","Preah Vihéar","Sangkom Thmei","NL_VIIRS.M_201511_SUM",68.2299991250039
"7795","Kâmpóng Thum","Santuk","NL_VIIRS.M_201511_SUM",137.649999575689
"7796","Bântéay Méanchey","Serei Saophoan","NL_VIIRS.M_201511_SUM",319.619998628273
"7797","Stœng Trêng","Sesan","NL_VIIRS.M_201511_SUM",418.759997159243
"7798","Stœng Trêng","Siem Bouk","NL_VIIRS.M_201511_SUM",27.0399995818734
"7799","Stœng Trêng","Siem Pang","NL_VIIRS.M_201511_SUM",77.6399987526239
"7800","Siemréab","Siem Reab","NL_VIIRS.M_201511_SUM",1770.22999995761
"7801","Prey Vêng","Sithor Kandal","NL_VIIRS.M_201511_SUM",18.7399998381734
"7802","Kaôh Kong","Smach Mean Chey","NL_VIIRS.M_201511_SUM",63.5799997039139
"7803","Krâchéh","Snuol","NL_VIIRS.M_201511_SUM",133.969998871908
"7804","Siemréab","Soutr Nikom","NL_VIIRS.M_201511_SUM",94.3199993129819
"7805","Kaôh Kong","Srae Ambel","NL_VIIRS.M_201511_SUM",113.839999318123
"7806","Kâmpóng Cham","Srei Santhor","NL_VIIRS.M_201511_SUM",39.929999910295
"7807","Siemréab","Srei Snam","NL_VIIRS.M_201511_SUM",66.4999993480743
"7808","Kâmpóng Thum","Stoung","NL_VIIRS.M_201511_SUM",109.879999386147
"7809","Krong Preah Sihanouk","Stueng hav","NL_VIIRS.M_201511_SUM",491.74999742955
"7810","Kâmpóng Thum","Stueng Saen","NL_VIIRS.M_201511_SUM",98.5999999642371
"7811","Stœng Trêng","Stueng Traeng","NL_VIIRS.M_201511_SUM",75.1499999240041
"7812","Kâmpóng Cham","Stueng Trang","NL_VIIRS.M_201511_SUM",35.4499996956438
"7813","Bântéay Méanchey","Svay Chek","NL_VIIRS.M_201511_SUM",124.829999031499
"7814","Svay Rieng","Svay Chrum","NL_VIIRS.M_201511_SUM",108.069999586791
"7815","Siemréab","Svay Leu","NL_VIIRS.M_201511_SUM",249.789998574182
"7816","BatdÃ¢mbÃ¢ng","Svay Pao","NL_VIIRS.M_201511_SUM",628.229996606708
"7817","Svay Rieng","Svay Rieng","NL_VIIRS.M_201511_SUM",127.539999647066
"7818","Svay Rieng","Svay Teab","NL_VIIRS.M_201511_SUM",143.719999667257
"7819","Kândal","Ta Khmau","NL_VIIRS.M_201511_SUM",301.080001607537
"7820","Rôtânôkiri","Ta Veaeng","NL_VIIRS.M_201511_SUM",12.6499997787177
"7821","Preah Vihéar","Tbaeng Mean chey","NL_VIIRS.M_201511_SUM",109.489999396726
"7822","Tbong Khmum","Tboung Khmum","NL_VIIRS.M_201511_SUM",181.669999139383
"7823","Stœng Trêng","Thala Barivat","NL_VIIRS.M_201511_SUM",96.9099986776709
"7824","Kaôh Kong","Thma Bang","NL_VIIRS.M_201511_SUM",86.1599988695234
"7825","Bântéay Méanchey","Thma Puok","NL_VIIRS.M_201511_SUM",153.979998683557
"7826","Kâmpóng Spœ","Thpong","NL_VIIRS.M_201511_SUM",32.0599997695535
"7827","Takêv","Tram Kak","NL_VIIRS.M_201511_SUM",135.339999709278
"7828","Takêv","Treang","NL_VIIRS.M_201511_SUM",92.0899996794761
"7829","Kâmpóng Chhnang","Tuek Phos","NL_VIIRS.M_201511_SUM",55.4299993701279
"7830","Siemréab","Varin","NL_VIIRS.M_201511_SUM",251.78999808617
"7831","Pouthisat","Veal Veaeng","NL_VIIRS.M_201511_SUM",305.379996549338
"7832","Rôtânôkiri","Veun Sai","NL_VIIRS.M_201511_SUM",12.7199997957796
"7833","BatdÃ¢mbÃ¢ng","Aek Phnum","NL_VIIRS.M_201512_SUM",38.4699997324497
"7834","Rôtânôkiri","Andoung Meas","NL_VIIRS.M_201512_SUM",14.739999923855
"7835","Kândal","Angk Snuol","NL_VIIRS.M_201512_SUM",1041.39999568835
"7836","Takêv","Angkor Borei","NL_VIIRS.M_201512_SUM",16.3199998699129
"7837","Kâmpôt","Angkor Chey","NL_VIIRS.M_201512_SUM",13.869999896735
"7838","Siemréab","Angkor Chum","NL_VIIRS.M_201512_SUM",17.2899998314679
"7839","Siemréab","Angkor Thum","NL_VIIRS.M_201512_SUM",6.05999989435076
"7840","Otdar Mean Chey","Anlong Veaeng","NL_VIIRS.M_201512_SUM",94.9699997659773
"7841","Kâmpóng Spœ","Aoral","NL_VIIRS.M_201512_SUM",172.199999827892
"7842","Prey Vêng","Ba Phnum","NL_VIIRS.M_201512_SUM",30.2099997885525
"7843","Pouthisat","Bakan","NL_VIIRS.M_201512_SUM",150.869999175891
"7844","Rôtânôkiri","Ban Lung","NL_VIIRS.M_201512_SUM",150.009999547154
"7845","BatdÃ¢mbÃ¢ng","Banan","NL_VIIRS.M_201512_SUM",43.5099995695054
"7846","Otdar Mean Chey","Banteay Ampil","NL_VIIRS.M_201512_SUM",36.619999550283
"7847","Kâmpôt","Banteay Meas","NL_VIIRS.M_201512_SUM",76.4099995940924
"7848","Siemréab","Banteay Srei","NL_VIIRS.M_201512_SUM",10.0099999103695
"7849","Rôtânôkiri","Bar Kaev","NL_VIIRS.M_201512_SUM",12.6199999675155
"7850","Kâmpóng Thum","Baray","NL_VIIRS.M_201512_SUM",71.6899992767721
"7851","Kâmpóng Chhnang","Baribour","NL_VIIRS.M_201512_SUM",37.6499997843057
"7852","Kâmpóng Spœ","Basedth","NL_VIIRS.M_201512_SUM",37.8699996266514
"7853","BatdÃ¢mbÃ¢ng","Bat Dambang","NL_VIIRS.M_201512_SUM",78.0899997558445
"7854","Kâmpóng Cham","Batheay","NL_VIIRS.M_201512_SUM",66.069999717176
"7855","Takêv","Bati","NL_VIIRS.M_201512_SUM",106.749999621883
"7856","BatdÃ¢mbÃ¢ng","Bavel","NL_VIIRS.M_201512_SUM",47.3599996343255
"7857","Kaôh Kong","Botum Sakor","NL_VIIRS.M_201512_SUM",61.9499995727092
"7858","Takêv","Bourei Cholsar","NL_VIIRS.M_201512_SUM",28.6399997472763
"7859","Kâmpóng Cham","Chamkar Leu","NL_VIIRS.M_201512_SUM",37.589999653399
"7860","Svay Rieng","Chantrea","NL_VIIRS.M_201512_SUM",543.92000021413
"7861","Kâmpóng Spœ","Chbar Mon","NL_VIIRS.M_201512_SUM",252.520000718534
"7862","Kâmpóng Cham","Cheung Prey","NL_VIIRS.M_201512_SUM",107.749999787658
"7863","Preah Vihéar","Chey Saen","NL_VIIRS.M_201512_SUM",19.419999729842
"7864","Preah Vihéar","Chhaeb","NL_VIIRS.M_201512_SUM",156.620000360534
"7865","Krâchéh","Chhloung","NL_VIIRS.M_201512_SUM",21.8999997712672
"7866","Kâmpôt","Chhuk","NL_VIIRS.M_201512_SUM",34.9799997862428
"7867","Siemréab","Chi Kraeng","NL_VIIRS.M_201512_SUM",101.189999470487
"7868","Preah Vihéar","Choam Khsant","NL_VIIRS.M_201512_SUM",63.5999994054436
"7869","Kâmpóng Chhnang","Chol Kiri","NL_VIIRS.M_201512_SUM",7.62999990023672
"7870","Otdar Mean Chey","Chong Kal","NL_VIIRS.M_201512_SUM",21.0099999513477
"7871","Kâmpôt","Chum Kiri","NL_VIIRS.M_201512_SUM",21.7999996617436
"7872","Tbong Khmum","Dambae","NL_VIIRS.M_201512_SUM",27.3299997188151
"7873","Kâmpôt","Dang Tong","NL_VIIRS.M_201512_SUM",68.6799991186709
